order_id,order_date,customer_id,product_id,product_name,category,price,quantity,revenue,payment_method,country,order_month,order_day,order_year
O00438,2024-11-03,C0015,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-11,2024-11-03,2024
O00439,2024-06-05,C0051,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-06,2024-06-05,2024
O00440,2024-03-07,C0092,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Rwanda,2024-03,2024-03-07,2024
O00441,2024-03-12,C0162,P007,Espresso Machine,Home Appliances,15000,4,60000,Mpesa,Kenya,2024-03,2024-03-12,2024
O00442,2024-09-24,C0153,P002,Elegant Dress,Clothing,3500,1,3500,Mpesa,Tanzania,2024-09,2024-09-24,2024
O00443,2024-04-02,C0124,P010,Kids Toy Set,Toys,1200,4,4800,Mpesa,Kenya,2024-04,2024-04-02,2024
O00444,2024-12-05,C0142,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-12,2024-12-05,2024
O00445,2024-02-12,C0049,P001,Classic Leather Bag,Accessories,2500,1,2500,Cash,Kenya,2024-02,2024-02-12,2024
O00446,2024-07-10,C0039,P005,Smartphone Case,Electronics,800,1,800,Mpesa,Kenya,2024-07,2024-07-10,2024
O00447,2024-02-06,C0126,P009,Gold Necklace,Jewellery,12000,1,12000,Card,Uganda,2024-02,2024-02-06,2024
O00448,2024-07-01,C0021,P003,Running Shoes,Footwear,4200,3,12600,Cash,Kenya,2024-07,2024-07-01,2024
O00449,2024-05-06,C0011,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-05,2024-05-06,2024
O00450,2024-04-18,C0108,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-04,2024-04-18,2024
O00451,2024-09-06,C0045,P010,Kids Toy Set,Toys,1200,4,4800,Mpesa,Tanzania,2024-09,2024-09-06,2024
O00452,2024-08-02,C0174,P007,Espresso Machine,Home Appliances,15000,2,30000,Card,Tanzania,2024-08,2024-08-02,2024
O00453,2024-06-09,C0146,P002,Elegant Dress,Clothing,3500,2,7000,Mpesa,Kenya,2024-06,2024-06-09,2024
O00454,2024-08-12,C0147,P008,Scented Candle,Home Decor,600,2,1200,Mpesa,Kenya,2024-08,2024-08-12,2024
O00455,2024-10-11,C0041,P007,Espresso Machine,Home Appliances,15000,1,15000,Mpesa,Kenya,2024-10,2024-10-11,2024
O00456,2024-02-20,C0075,P010,Kids Toy Set,Toys,1200,1,1200,Paypal,Kenya,2024-02,2024-02-20,2024
O00457,2024-06-03,C0028,P003,Running Shoes,Footwear,4200,2,8400,Mpesa,Kenya,2024-06,2024-06-03,2024
O00458,2024-09-24,C0131,P008,Scented Candle,Home Decor,600,3,1800,Card,Kenya,2024-09,2024-09-24,2024
O00459,2024-03-02,C0045,P010,Kids Toy Set,Toys,1200,3,3600,Mpesa,Kenya,2024-03,2024-03-02,2024
O00460,2024-10-10,C0023,P008,Scented Candle,Home Decor,600,2,1200,Card,Tanzania,2024-10,2024-10-10,2024
O00461,2024-03-13,C0164,P003,Running Shoes,Footwear,4200,1,4200,Card,Uganda,2024-03,2024-03-13,2024
O00462,2024-07-13,C0188,P002,Elegant Dress,Clothing,3500,1,3500,Cash,Tanzania,2024-07,2024-07-13,2024
O00463,2024-02-17,C0063,P007,Espresso Machine,Home Appliances,15000,1,15000,Card,Kenya,2024-02,2024-02-17,2024
O00464,2024-06-15,C0118,P004,Wireless Headphones,Electronics,7200,1,7200,Mpesa,Kenya,2024-06,2024-06-15,2024
O00465,2024-11-16,C0007,P004,Wireless Headphones,Electronics,7200,1,7200,Card,Kenya,2024-11,2024-11-16,2024
O00466,2024-05-05,C0157,P010,Kids Toy Set,Toys,1200,2,2400,Mpesa,Kenya,2024-05,2024-05-05,2024
O00467,2024-06-24,C0064,P005,Smartphone Case,Electronics,800,1,800,Card,Rwanda,2024-06,2024-06-24,2024
O00468,2024-11-20,C0065,P004,Wireless Headphones,Electronics,7200,1,7200,Card,Rwanda,2024-11,2024-11-20,2024
O00469,2024-12-28,C0067,P004,Wireless Headphones,Electronics,7200,1,7200,Card,Kenya,2024-12,2024-12-28,2024
O00470,2024-09-01,C0050,P006,Office Chair,Furniture,6300,2,12600,Card,Tanzania,2024-09,2024-09-01,2024
O00471,2024-12-22,C0125,P005,Smartphone Case,Electronics,800,4,3200,Mpesa,Kenya,2024-12,2024-12-22,2024
O00472,2024-03-17,C0018,P009,Gold Necklace,Jewellery,12000,4,48000,Mpesa,Kenya,2024-03,2024-03-17,2024
O00473,2024-06-13,C0145,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-06,2024-06-13,2024
O00474,2024-12-08,C0109,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-12,2024-12-08,2024
O00475,2024-12-06,C0160,P003,Running Shoes,Footwear,4200,1,4200,Card,Kenya,2024-12,2024-12-06,2024
O00476,2024-04-01,C0044,P007,Espresso Machine,Home Appliances,15000,1,15000,Mpesa,Rwanda,2024-04,2024-04-01,2024
O00477,2024-09-29,C0141,P002,Elegant Dress,Clothing,3500,1,3500,Mpesa,Kenya,2024-09,2024-09-29,2024
O00478,2024-12-06,C0152,P010,Kids Toy Set,Toys,1200,1,1200,Card,Tanzania,2024-12,2024-12-06,2024
O00479,2024-03-04,C0101,P004,Wireless Headphones,Electronics,7200,3,21600,Mpesa,Kenya,2024-03,2024-03-04,2024
O00480,2024-01-05,C0054,P006,Office Chair,Furniture,6300,1,6300,Mpesa,Kenya,2024-01,2024-01-05,2024
O00481,2024-01-17,C0046,P010,Kids Toy Set,Toys,1200,3,3600,Paypal,Kenya,2024-01,2024-01-17,2024
O00482,2024-07-01,C0108,P004,Wireless Headphones,Electronics,7200,3,21600,Card,Kenya,2024-07,2024-07-01,2024
O00483,2024-07-21,C0161,P008,Scented Candle,Home Decor,600,1,600,Paypal,Kenya,2024-07,2024-07-21,2024
O00484,2024-03-22,C0179,P005,Smartphone Case,Electronics,800,4,3200,Mpesa,Kenya,2024-03,2024-03-22,2024
O00485,2024-02-17,C0004,P007,Espresso Machine,Home Appliances,15000,4,60000,Paypal,Kenya,2024-02,2024-02-17,2024
O00486,2024-08-12,C0173,P001,Classic Leather Bag,Accessories,2500,2,5000,Cash,Kenya,2024-08,2024-08-12,2024
O00487,2024-01-13,C0038,P003,Running Shoes,Footwear,4200,1,4200,Paypal,Kenya,2024-01,2024-01-13,2024
O00488,2024-06-19,C0114,P006,Office Chair,Furniture,6300,2,12600,Cash,Kenya,2024-06,2024-06-19,2024
O00489,2024-07-12,C0064,P005,Smartphone Case,Electronics,800,1,800,Card,Kenya,2024-07,2024-07-12,2024
O00490,2024-06-11,C0030,P009,Gold Necklace,Jewellery,12000,2,24000,Paypal,Kenya,2024-06,2024-06-11,2024
O00491,2024-05-14,C0113,P008,Scented Candle,Home Decor,600,1,600,Card,Kenya,2024-05,2024-05-14,2024
O00492,2024-05-20,C0037,P001,Classic Leather Bag,Accessories,2500,1,2500,Mpesa,Uganda,2024-05,2024-05-20,2024
O00493,2024-06-12,C0128,P009,Gold Necklace,Jewellery,12000,2,24000,Mpesa,Kenya,2024-06,2024-06-12,2024
O00494,2024-09-16,C0023,P009,Gold Necklace,Jewellery,12000,2,24000,Mpesa,Kenya,2024-09,2024-09-16,2024
O00495,2024-07-06,C0099,P008,Scented Candle,Home Decor,600,1,600,Mpesa,Kenya,2024-07,2024-07-06,2024
O00496,2024-01-16,C0045,P003,Running Shoes,Footwear,4200,1,4200,Mpesa,Kenya,2024-01,2024-01-16,2024
O00497,2024-12-23,C0162,P010,Kids Toy Set,Toys,1200,1,1200,Card,Kenya,2024-12,2024-12-23,2024
O00498,2024-10-16,C0013,P008,Scented Candle,Home Decor,600,1,600,Card,Uganda,2024-10,2024-10-16,2024
O00499,2024-08-08,C0120,P007,Espresso Machine,Home Appliances,15000,3,45000,Mpesa,Uganda,2024-08,2024-08-08,2024
O00500,2024-09-25,C0145,P009,Gold Necklace,Jewellery,12000,1,12000,Mpesa,Kenya,2024-09,2024-09-25,2024
